ACCE_ABSORB_COST	Ћгд «б«” нЏ«»: %d
SHOP_NOT_ENOUGH_BNW	бн” бѕня г«няЁн гд Џгб… «бЏ—«Ё.
SHOP_NOT_ENOUGH_GUILD_LEVEL	г” жм «б—«»Ў… гдќЁ÷ ћѕш«р.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	б«  г бя г« няЁн гд гнѕ«бн… «б‘—Ё.
SHOP_NOT_ENOUGH_MONEY	б«  гбя г« няЁн гд «бжжд √ж «бн«дџ
SHOP_NOT_ENOUGH_MONEY_EX	≈дя б«  гбя г« няЁн гд «бн«дџ.
SHOP_SELL_INFO	«ќ — Ён ћѕжб ё«∆г… «бћ—ѕ «б‘нЅ «б–н  —џ» Ён »нЏе.
SHOP_SOLDOUT	 г »нЏе
SHOT_ERROR_UNKNOWN	ќЎ√ гћежб √Ћд«Ѕ «бећжг Џд »Џѕ: %s
SKILL_BLEEDING	д“ъЁ
SKILL_BOHO	«дЏя«”
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	” Ќ «ћ ≈бм дё«Ў «б√”бж» б Џбг е–е «бге«—….
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	≈дя »Ќ«ћ… ≈бм я «» б Џбг е–е «бге«—….
SKILL_CHEONGEUN	ћ”ѕ ёжн
SKILL_CRITICAL	≈’«»… Ќ—ћ…
SKILL_ENCHANT_POISON	«” Џгб «б”г
SKILL_EUNHYEONG	џн— г—∆н
SKILL_FAINT	≈џг«Ѕ
SKILL_FIND_TRAP	«»ЌЋ Џд «бЁќ
SKILL_FIRE	≈Ќ—«ё
SKILL_FISHMIND	 г  ЁЏнб я—… «б”гя
SKILL_GAMJI	≈ѕ—«я
SKILL_GEOMGYEONG	е«б… «б”нЁ
SKILL_GICHEON	г”«Џѕ… «б днд
SKILL_GIGONG	ѕж—«д ‘н
SKILL_GONGPO	ќжЁ
SKILL_GRADE_NAME_GRAND_MASTER	%s «бќ»н— «бгЌ —Ё
SKILL_GRADE_NAME_MASTER	%s ”нѕ
SKILL_GRADE_NAME_PERFECT_MASTER	%s ”нѕ г я«гб
SKILL_GROUP_ASSASSIN_1	‘Ё—…
SKILL_GROUP_ASSASSIN_2	ёж”
SKILL_GROUP_HORSE	Ёд «бЁ—ж”н…
SKILL_GROUP_SHAMAN_1	 днд
SKILL_GROUP_SHAMAN_2	‘Ё«Ѕ
SKILL_GROUP_SURA_1	”б«Ќ
SKILL_GROUP_SURA_2	”Ќ—
SKILL_GROUP_WARRIOR_1	ћ”ѕ
SKILL_GROUP_WARRIOR_2	–едн
SKILL_GWIGEOM	‘Ё—… г”Ќж—…
SKILL_GYEONGGONG	г‘н «б—н‘
SKILL_HEUKSIN	«бЌг«н… «бўб«гн…
SKILL_HOSIN	»—я…
SKILL_INC_ATKSPD	«— Ё«Џ ”—Џ… «бећжг
SKILL_INC_MOVSPD	«— Ё«Џ ”—Џ… «б Ќ—я
SKILL_JEOJU	бЏд…
SKILL_JEONGEOP	‘Ё«Ѕ
SKILL_JEONGWI	д‘ж… «бё «б
SKILL_JEONSINBANGEO	ѕЁ«Џ я«гб
SKILL_JEONSINGONGGYEOK	ећжг я«гб
SKILL_JEUNGRYEOK	ећжг +
SKILL_JEUNGSOK	”—Џ… +
SKILL_JUMAGAP	ѕ—Џ г”Ќж—
SKILL_KWAESOK	”—Џ…
SKILL_MUYEONG	‘»Ќ «ббе»
SKILL_NEED_EMPTY_BOTTLE	б« √гбя ё«—ж—… Ё«—џ….
SKILL_NEED_POISON_BOTTLE	б« √гбя ё«—ж—… ”г.
SKILL_ONLY_FOR_GUILD_WAR	б« нгядя «” Џг«б е–е «бге«—… ≈б«ш Ён Ќ—ж» «б—ж«»Ў.
SKILL_PABEOP	≈“«б… «б”Ќ—
SKILL_POWERFUL_STRIKE	ећжг гхќѕшц—
SKILL_SEOMGWANG	ёд»б… «б»—ё
SKILL_SLEEP	джг
SKILL_SLOW	»ЎнЅ
SKILL_STUN	 ќѕн—
SKILL_SUHO	Ќ«—”
SKILL_SUMMON_DESCRIPTION	Ё—’… бб‘Џж–…: %d%%
SKILL_TOOLTIP_INT	–я«Ѕ
SKILL_TOOLTIP_LEVEL	г” жм
SKILL_TOXICDIE	 ”гг
SKILL_TOXICPOWER	 г  Ќ”нд ёнг… «бећжг «б”«г
SKILL_TUSOK	÷—»… ‘»Ќ	
SOUL_ITEM_TOOLTIP_APPLY	«б √Ћн— гхЁЏшб.
SOUL_ITEM_TOOLTIP_BLUE1	жё  «ббЏ»: %d/%d ѕёнё…/ѕё«∆ё.  
SOUL_ITEM_TOOLTIP_BLUE2	Џдѕ «бж’жб ≈бм жё  «ббЏ» «бгЌѕѕ° ” “ѕ«ѕ √÷—«— «бге«—… »гёѕ«— x%.1f
SOUL_ITEM_TOOLTIP_COMMON	бн” б: г»«—“«  PvP° «б Ќжб
SOUL_ITEM_TOOLTIP_RED1	жё  «ббЏ»: %d/%d ѕёнё…/ѕё«∆ё.  
SOUL_ITEM_TOOLTIP_RED2	Џдѕ «бж’жб ≈бм жё  «ббЏ» «бгЌѕѕ° ” “ѕ«ѕ √÷—«— «бећжг »гёѕ«— x%.1f
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	«бећг«  «бг »ён…: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	” д ен «б—жЌ Ён:
SOUL_ITEM_TOOLTIP_UNAPPLIED	«б √Ћн— џн— гхЁЏшб.
SOUL_REFINE_FAILURE	Ё‘б «б Ўжн—.
SOUL_REFINE_SUCCESS	 г «б Ўжн— »дћ«Ќ!
STAT_MINUS_CON	 Џѕнб Ў«ё… «бЌн«… («бжё  «бг »ён: %d)
STAT_MINUS_DEX	 Џѕнб «бгд«ж—… («бЁ—’ «бг »ён…: %d)
STAT_MINUS_INT	 Џѕнб «б–я«Ѕ («бЁ—’ «бг »ён…: %d)
STAT_MINUS_STR	 Џѕнб «бёж… («бЁ—’ «бг »ён…: %d)
STAT_TOOLTIP_CON	н—ЁЏ дё«Ў «бЌн«… ж «бѕЁ«Џ
STAT_TOOLTIP_DEX	«— Ё«Џ «бећжг ж«бгд«ж—…
STAT_TOOLTIP_INT	н—ЁЏ гд дё«Ў «б√”бж»° жёж… «бећжг «б”Ќ—н ж«бѕЁ«Џ «б”Ќ—н.
STAT_TOOLTIP_STR	н—ЁЏ гд ёнг… «бећжг ж«б÷——
SYMBOLLIST_TITLE	 ”ћнб Џбг «б—«»Ў…
TARGET_BUTTON_ACCEPT_FIGHT	ж«Ёуё
TARGET_BUTTON_AVENGE	Ћ√—
TARGET_BUTTON_BLOCK	Ќў—
TARGET_BUTTON_BLOCK_REMOVE	Ёя «бЌў—
TARGET_BUTTON_BUILDING_DESTROY	 ѕгн—
TARGET_BUTTON_DISMOUNT	 у—ућшубу
TARGET_BUTTON_EMOTION_ALLOW	г‘«Џ—
TARGET_BUTTON_EXCHANGE	г «ћ—…
TARGET_BUTTON_EXCLUDE	«” »Џ«ѕ
TARGET_BUTTON_EXIT_OBSERVER	≈де«Ѕ «бг‘«еѕ…
TARGET_BUTTON_FIGHT	гх»у«—у“…
TARGET_BUTTON_FRIEND	’ѕнё
TARGET_BUTTON_INVITE_GUILD	ѕЏж… «б—«»Ў….
TARGET_BUTTON_INVITE_PARTY	ѕЏж… ћ.
TARGET_BUTTON_LEAVE_PARTY	џ«ѕ— «бгћгжЏ…
TARGET_BUTTON_REQUEST_ENTER_PARTY	«б«д÷г«г ≈бм «бгћгжЏ…
TARGET_BUTTON_REVIVE	«” —ћ«Џ «бЌн«…
TARGET_BUTTON_VIEW_EQUIPMENT	ѕ—жЏ
TARGET_BUTTON_WHISPER	ег”
TARGET_LEVEL_BOSS	“уЏцнг
TARGET_LEVEL_KING	г— »… 5
TARGET_LEVEL_KNIGHT	г— »… 3
TARGET_LEVEL_PAWN	г— »… 1
TARGET_LEVEL_S_KNIGHT	г— »… 4
TARGET_LEVEL_S_PAWN	г” жм 2
TARGET_TOOLTIP_ATTACK_COUNT	гћгжЏ «бдё«Ў: %d
TASKBAR_ATTACK	е«ћг
TASKBAR_AUTO	ећжг  бё«∆н
TASKBAR_CAMERA	я«гн—«
TASKBAR_EXP	ќ»—…
TASKBAR_HP	дё«Ў «бЌн«…
TASKBAR_MOVE	 Ќ—я
TASKBAR_SKILL	ге«—…
TASKBAR_SP	дё«Ў «б√”бж»
TASKBAR_ST	дё«Ў «б Ќгб
TENTH_COIN	Џгб… «бЏнѕ «б”джн
TENTH_EVENT_ASK_EXCHANGE	√д  »Ќ«ћ… ≈бм %d √Џб«г «бЏнѕ «б”джн. еб  —џ» Ён «б«” г—«—њ
THING_COUNT	«бћгнЏ
TOOLTIP_AFFECT_ATT_GRADE_DOWN	 ёбнб «б÷——	SNA
TOOLTIP_AFFECT_CONFUSION	бёѕ  Џ—÷  бб≈џг«Ѕ.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	 ёбнб Ё—’ «б≈’«»… «бЌ—ћ….	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	—г“ «бЌ—«”	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	б« нгяд ≈нё«Ё «б‘Џ«Џ «бг«∆н.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	 ёбнб «бѕЁ«Џ	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	»—ё
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Џб«ж… «б жд« «б–е»н…	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Ћн«» г»бб…\n”—Џ… «б Ќ—я -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	√—ж«Ќ (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	√—ж«Ќ дЁн”… (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Џб«ж… «б≈Ќ б«б: %s
TOOLTIP_AFFECT_MOUNT_FALL	 ”ёЎ гд Џбм ўе— «бѕ«»…	SNA
TOOLTIP_AFFECT_POLYMORPH	 Ќжнб	SNA
TOOLTIP_AFFECT_RCAST_SPEED	 ёбб гд жё  «б«” —«Ќ… «б≈ћ»«—н…	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	гё«жг… ÷ѕ √÷—«— «бге«—… +15% | гё«жг… √÷—«— «бећжг +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	≈я”н— «бЏ«бг	SNA
TOOLTIP_AFFECT_RHP_REGEN	б« нгяд «б Џ«Ён	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Џб«ж… гќ“д\n +3 % ќ»—… EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Џб«ж… гќ“д\n+20 ѕЁ«Џ	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Џб«ж… гќ“д\n+1% дёЎ… «бЌн«…	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Џб«ж… гќ“д\n+3% ёж… ÷ѕ «бжЌж‘	SNA
TOOLTIP_AFFECT_SET_ITEM_1	Џб«ж… Ўёг гёѕ”…	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Џб«ж… Ўёг ген»…	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Џб«ж… Ўёг Ё«—”н…	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Џб«ж… Ўёг гбян…	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Ўёг «бЏб«ж… Џўнг…	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	 г “н«ѕ… «б÷—— «бг”»» Џдѕ жћжѕ дё«Ў  ’днЁ гдќЁ÷….	SNA
TOOLTIP_ANTI_CRITICAL_PCT	гё«жг… ÷ѕ «б÷—»«  «бЌ—ћ… +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	гё«жг… ÷ѕ «б÷—»«  «бќ«—ё… +%d%%	SA
TOOLTIP_ANTI_SELL	б« нгядя »нЏе Ён «бг ћ—.
TOOLTIP_APPLY_ACCEDRAIN_RATE	ёнг… «б«” нЏ«»: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	ёжн ÷ѕ «бЌнж«д«  +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	ёжн ÷ѕ «бдндћ« +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	я”— «бѕЁ«Џ «бћ—”н +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	я”— гё«жг… «б”ег +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	я”— «бѕЁ«Џ «бгќб»н +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	ёжн ÷ѕ жЌж‘ “жѕн«я +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	я”— «бѕЁ«Џ «бќдћ—н +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	ёжн ÷ѕ жЌж‘ «б’Ќ—«Ѕ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	ёжн ÷ѕ «б‘нЎ«д +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	я”— «бѕЁ«Џ «бг—жЌн +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	ёжн ÷ѕ д’Ё »‘— +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	ёжн ÷ѕ «бЌ‘—«  +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	ёжн ÷ѕ «бЎ«∆Ё… «б”—н… +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	ёжн ÷ѕ «бжЌж‘ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	ёжн ÷ѕ «бџнб«д +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	ёжн ÷ѕ ‘«г«д +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	ёжн ÷ѕ ”ж—« +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	я”— «бѕЁ«Џ «б”нЁн +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	я”— ѕЁ«Џ ”нЁ «бнѕнд +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	ёжн ÷ѕ «б“жг»н +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	ёжн ÷ѕ «бгЌ«—» +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	ёжн ÷ѕ «ббшня«д— + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	ећжг гхд“Ё + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	гё«жг… ÷ѕ «бећжг «бгхд“Ё + %d%%	SA
TOOLTIP_APPLY_BLOCK	Ё—’… ’уѕ «бећжг Џд ё—» %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	«” Џ«ѕ… дё«Ў «б«”бж» Ён «бё «б яб 5 Ћж«дн %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Ё—’ «б≈’«»… »÷—»… Ќ—ћ… +%d%% 	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% Ё—’ «” Џ«ѕ… дё«Ў «б√”бж» Џдѕ «б≈’«»…	SA
TOOLTIP_APPLY_DODGE	%d%% Ё—’  Ё«ѕн «бећжг »«б”е«г	SA
TOOLTIP_APPLY_ENCHANT_DARK	ёж… «бўб«г +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	ёж… «бўб«г +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	ёж… «б√—÷ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	ёж… «б√—÷ +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	ёж… «б»—ё +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	ёж… «б»—ё +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	ёж… «бд«— +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	ёж… «бд«— +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	ёж… «бћбнѕ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	ёж… «бћбнѕ +%d%% ~ +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	ёж… «б—н«Ќ +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	ёж… «б—н«Ќ +%d%% ~ +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% Ё—’ «бЌ’жб Џбм дё«Ў ќ»—… ≈÷«Ён… 	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% Ё—’ ≈”ё«Ў ÷ЏЁ ягн… «бн«дџ.	SA
TOOLTIP_APPLY_IMMUNE_FALL	гхЌ’д ÷ѕ «бжёжЏ	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	«бѕЁ«Џ ÷ѕ «б »«Ўƒ	SNA
TOOLTIP_APPLY_IMMUNE_STUN	ѕЁ«Џ ÷ѕ «б≈џг«Ѕ 	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% Ё—’ ≈”ё«Ў ÷ЏЁ ягн… «б√‘н«Ѕ.	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% Ё—’ «” Џ«ѕ… дё«Ў «бЌн«…	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% Ё—’ «” Џ«ѕ… дё«Ў «б√”бж»	SA
TOOLTIP_APPLY_MANA_BURN_PCT	Ё—’ де» дё«Ў «б√”бж» %d%%	SA
TOOLTIP_APPLY_MAX_HP_PCT	дё«Ў «бЌн«… «бё’жм HP +%d%% 	SA
TOOLTIP_APPLY_MAX_SP_PCT	√ё’м MP дё«Ў «б√”бж» +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	»ѕжд  √Ћн—
TOOLTIP_APPLY_NO_DEATH_PENALTY	»Џѕ ≈Џ«ѕ… ≈Ќн«Ѕ «бб«Џ» Ён гя«д «бгж ° бд н г ќ’г √н дё«Ў ббќ»—….	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	н√ќ–я «б днд «б√”Ўж—н  Ќ  √ћдЌ е «бЌ«гн…. бд  ќ”— √н дё«Ў ќ»—… ≈–« √Џнѕ «Ќн«ƒя Џбм г д «б”Ёнд….	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% Ё—’  Ќ’нб ÷—»… ќ«—ё…	SA
TOOLTIP_APPLY_POISON_PCT	Ё—’… «б ”гг: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	гё«жг… «б”гжг %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	“н«ѕ… Ён  √Ћн— «бћ—Џ… »д”»… %d%%	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% Ё—’ Џя” «ббЏд…	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% Ё—’х Џя” ÷—»«  «бећг«  Џд ё—».	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Ё—’ «бѕЁ«Џ ÷ѕ ећжг «бдндћ« %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	ѕЁ«Џ ћ—”н %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	ѕЁ«Џ гќб»н +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	ѕЁ«Џ ќдћ—н %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	ѕЁ«Џ г—жЌн %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	гё«жг… д’Ё «б»‘— %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	гё«жг… «б”ёжЎ +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Ё—’ «бѕЁ«Џ ÷ѕ ећжг «б‘«г«д %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Ё—’ «бѕЁ«Џ ÷ѕ ећжг «б”ж—« %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	ѕЁ«Џ ”нЁн %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	ѕЁ«Џ ”нЁ «бнѕнд %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Ё—’ «бѕЁ«Џ ÷ѕ ећжг «бгЌ«—»нд %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	гё«жг… «б—н«Ќ %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Ё—’ «бѕЁ«Џ ÷ѕ ећжг «ббшня«д— %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Ё—’… «б«” Ё«ѕ… гд «бя »  — ЁЏ »Џ«гб 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	” Ќ’б ≈–« Ё‘б «б шЏбг «бЌ’жб Џбм Ё—’… ≈÷«Ён… б≈Џ«ѕ… «бгЌ«жб….	SNA
TOOLTIP_APPLY_SLOW_PCT	Ё—’ «б »ЎнЅ: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	 ” жЏ» дё«Ў «бЌн«… %d%% гд «б÷——.	SA
TOOLTIP_APPLY_STEAL_SP	 ” жЏ» дё«Ў «б√”бж» %d%% гд «б÷——.	SA
TOOLTIP_APPLY_STUN_PCT	Ё—’ «б≈џг«Ѕ %d%%	SA
TOOLTIP_ARMOR	ѕ—жЏ
TOOLTIP_ARROW	”ег
TOOLTIP_ASSASSIN	дндћ«
TOOLTIP_ATTBONUS_PER_ANIMAL	ёжн ÷ѕ «бЌнж«д«  (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_CZ	ёжн ÷ѕ жЌж‘ “жѕн«я (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_DESERT	ёжн ÷ѕ жЌж‘ «б’Ќ—«Ѕ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	ёжн ÷ѕ «б‘нЎ«д (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	ёжн ÷ѕ д’Ё »‘— (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_INSECT	ёжн ÷ѕ «бЌ‘—«  (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	ёжн ÷ѕ «бЎ«∆Ё… «б”—н… (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	ёжн ÷ѕ «бжЌж‘ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_ORC	ёжн ÷ѕ «бџнб«д (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_STONE	ёжн ÷ѕ √Ќћ«— «бг« нд (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	ёжн ÷ѕ «б“жг»н (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% ёжн ÷ѕ √Ќћ«— «бг« нд	SA
TOOLTIP_ATT_GRADE	ёнг… «бећжг +%d	SA
TOOLTIP_ATT_SPEED	”—Џ… «бећжг +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	ќЁ÷ ”—Џ… «бећжг	SNA
TOOLTIP_AUTO_POTION_HP	≈я”н— «б‘г”
TOOLTIP_AUTO_POTION_REST	«бягн… «бг »ён…: %.2f%%
TOOLTIP_AUTO_POTION_SP	≈я”н— «бёг—
TOOLTIP_AUTO_POTION_USING	гхЁЏшб
TOOLTIP_AUTO_SYSTEM_PRIMIUM	’нѕ  бё«∆н	SNA
TOOLTIP_BATTLE_POTION	ћ—Џ… ё «б гдЎё… «бгЏ—я…	SNA
TOOLTIP_BOW_DISTANCE	гѕм «б—г«н… +%dm	SA
TOOLTIP_BUYPRICE	«б”Џ—: %s
TOOLTIP_CAST_SPEED	”—Џ… «б”Ќ—: +%d%%	SA
TOOLTIP_CON	ёж… «бЌн«… +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Џб«ж… «б“н %d%%	SA
TOOLTIP_CURSE_OF_ELEMENTAL	бЏд… «бЏд«’— (%dгяѕ”…) ” дќЁ÷ дё«Ў Ќн« я »«” г—«—. нгяд  яѕн”е« Ќ м 10 г—« .	SA
TOOLTIP_DAMAGE_HP_RECOVERY	н” жЏ» «б÷—— »д”»… %d%% гд дё«Ў «бЌн«…	SA
TOOLTIP_DAMAGE_SP_RECOVERY	н” жЏ» «б÷—— »д”»… %d%% гд дё«Ў «б√”бж»	SA
TOOLTIP_DEF_GRADE	ѕЁ«Џ +%d	SA
TOOLTIP_DEX	«бгд«ж—… +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	”г«Ѕ	SNA
TOOLTIP_DRAGON_SOUL_DECK2	√—÷	SNA
TOOLTIP_DS_SET	 √Ћн— Ўёг Ќћ— «б днд	SNA
TOOLTIP_EAR	Ќбё
TOOLTIP_ENCHANT_PER_DARK	ёж… «бўб«г (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENCHANT_PER_EARTH	ёж… «б√—÷ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENCHANT_PER_ELECT	ёж… «б»—ё (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENCHANT_PER_FIRE	ёж… «бд«— (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENCHANT_PER_ICE	ёж… «бћбнѕ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENCHANT_PER_WIND	ёж… «б—н«Ќ (+%d%% «бёнг… «б≈ћг«бн…)	SA
TOOLTIP_ENERGY	Ў«ё… %d 	SA
TOOLTIP_ETC	≈бќ.
TOOLTIP_EXP_BONUS_EVENT	ќ»—… EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. ≈÷«Ё… Џб«ж… +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. ≈÷«Ё… Џб«ж… +%d%%	SA
TOOLTIP_FISHINGROD_EXP	дё«Ў: %d / %d
TOOLTIP_FISHINGROD_LEVEL	г” жм: %d
TOOLTIP_FISHINGROD_UPGRADE1	«гдЌе бб’н«ѕ
TOOLTIP_FISHINGROD_UPGRADE2	бян  Ќ’б Џбм
TOOLTIP_FISHINGROD_UPGRADE3	’д«—… ’нѕ √Ё÷б »яЋн—.
TOOLTIP_FISH_LEN	«бЎжб: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. ≈÷«Ё… Џб«ж… +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	 ”—нЏ +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	»—я… «б днд «б√”Ўж—н +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	ѕг «б днд «б√”Ўж—н +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	џ÷» «б днд «б√”Ўж—н +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	г”«Џѕ… «б”Ќ— +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	ѕ—жЏ гёѕ”… +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP ќ»—… | +5% ≈”ё«Ў «б»джѕ | +10% ёж… ÷ѕ «бжЌж‘	SNA
